Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2
206,0.7993307745292442,1942,dfss_agencysitelies_2012.csv,chicago commons association chicago urban daycare,1248 w 69th st,60636,4833555,,,,,,,chicago commons association,,,,,,,,,,,www.chicagocommons.org,dan valliere,rene jordan,,,,,,
207,0.7993307745292442,1450,chapin_dfss_providers_2011_070212.csv,chicago commons association computer preschool academy,1400 w garfield blvd,60609,6275000,,,,,,,chicago commons association,new city,,,,,,yes,no,no,,,,,,,,,,
207,0.7993307745292442,1944,dfss_agencysitelies_2012.csv,chicago commons association computer preschool academy,1400 w garfield blvd,60609,6275000,,,,,,,chicago commons association,,,,,,,,,,,www.chicagocommons.org,dan valliere,paris woody,,,,,,
208,0.7993307745292442,1454,chapin_dfss_providers_2011_070212.csv,chicago commons association joyful noise day care,4843 w north ave,60639,2525990,,,,,,,chicago commons association,austin,,,,,mary gonzalez,yes,no,no,,,,,,,,,,
208,0.7993307745292442,1948,dfss_agencysitelies_2012.csv,chicago commons association joyful noise day care,4843 w north ave,60639,2525990,,,,,,,chicago commons association,,,,,,,,,,,www.chicagocommons.org,dan valliere,maria gonzalez,,,,,,
209,0.7993307745292442,1460,chapin_dfss_providers_2011_070212.csv,chicago commons association my precious little angels,7012 w north ave,60707,6371708,,,,,,,chicago commons association,austin,,,,,doris gadberry,yes,no,no,,,,,,,,,,
209,0.7993307745292442,1953,dfss_agencysitelies_2012.csv,chicago commons association my precious little angels,7012 w north ave,60707,6371708,,,,,,,chicago commons association,,,,,,,,,,,www.chicagocommons.org,dan valliere,doris gadberry,,,,,,
210,0.7707229892555378,1505,chapin_dfss_providers_2011_070212.csv,"chicago public schools finkl, william f.",2332 s western ave,60608,5355850,,,,,,,chicago public schools,lower west side,,,,,mr. abelino quintero,yes,no,no,,,,,,,,,,
210,0.7707229892555378,1999,dfss_agencysitelies_2012.csv,"chicago public schools finkl, william f.",2332 s western ave.,60608,5355850,,,,,,,chicago public schools,,,,,,,,,,,www.cps.edu,paula cottone,mr. abelino quintero,,,,,,
211,0.7993307745292442,1608,chapin_dfss_providers_2011_070212.csv,chicago youth centers ezzard charles school,7946 s ashland ave,60620,4870227,,,,,,,chicago youth centers,auburn gresham,,,,,eldora davis,yes,no,no,,,,,,,,,,
211,0.7993307745292442,2100,dfss_agencysitelies_2012.csv,chicago youth centers ezzard charles school,7946 s ashland ave,60620,4870227,,,,,,,chicago youth centers,,,,,,,,,,,www.chicagoyouthcenters.org,harry wells,eldora davis,,,,,,
212,0.7993307745292442,1615,chapin_dfss_providers_2011_070212.csv,chicago youth centers pathways to learning cc,3418 w 79th st,60652,7765439,,,,,,,chicago youth centers,ashburn,,,,,carol quinn,yes,no,no,,,,,,,,,,
212,0.7993307745292442,2106,dfss_agencysitelies_2012.csv,chicago youth centers pathways to learning cc,3418 w 79th st,60652,7765439,,,,,,,chicago youth centers,,,,,,,,,,,www.chicagoyouthcenters.org,harry wells,carol quinn,,,,,,
213,0.7993307745292442,1631,chapin_dfss_providers_2011_070212.csv,easter seals society of metropolitan chicago allison's infant & toddler center,234 e 114th st,60628,8404502,,,,,,,easter seals society of metropolitan chicago,roseland,,,,,allison caldwell,no,yes,no,,,,,,,,,,
213,0.7993307745292442,2121,dfss_agencysitelies_2012.csv,easter seals society of metropolitan chicago allison's infant & toddler center,234 e 114th st,60628,8404502,,,,,,,easter seals society of metropolitan chicago,,,,,,,,,,,www.easterseaslchicago.org,barbara zawacki,allison caldwell,,,,,,
214,0.7993307745292442,1632,chapin_dfss_providers_2011_070212.csv,easter seals society of metropolitan chicago channings child care,5701 w division st,60651,4572990,,,,,,,easter seals society of metropolitan chicago,austin,,,,,ruth kimble,yes,no,no,,,,,,,,,,
214,0.7993307745292442,2122,dfss_agencysitelies_2012.csv,easter seals society of metropolitan chicago channings child care,5701 w division st,60651,4572990,,,,,,,easter seals society of metropolitan chicago,,,,,,,,,,,www.easterseaslchicago.org,barbara zawacki,ruth kimble,,,,,,
215,0.5709146210115494,1639,chapin_dfss_providers_2011_070212.csv,easter seals society of metropolitan chicago gilchrist marchman,1001 w roosevelt rd 606,81559,4927402,,,,,,,easter seals society of metropolitan chicago,near west side,,,,,ms. adrienne hamilton,yes,yes,yes,"4249it(child care it center), 7012ps(hs collaboration with c",,,,,,,,,
215,0.5709146210115494,2129,dfss_agencysitelies_2012.csv,easter seals society of metropolitan chicago gilchrist marchman,1001 w roosevelt rd,60608,4927402,,,,,,,easter seals society of metropolitan chicago,,,,,,,,,,,www.easterseaslchicago.org,barbara zawacki,morayma cancel,,,,,,
216,0.7993307745292442,1640,chapin_dfss_providers_2011_070212.csv,easter seals society of metropolitan chicago imani's children,11443 s halsted st,60628,6609667,,,,,,,easter seals society of metropolitan chicago,roseland,,,,,marianne powell-dee,yes,yes,no,,,,,,,,,,
216,0.7993307745292442,2130,dfss_agencysitelies_2012.csv,easter seals society of metropolitan chicago imani's children,11443 s halsted st,60628,6609667,,,,,,,easter seals society of metropolitan chicago,,,,,,,,,,,www.easterseaslchicago.org,barbara zawacki,marianne powell,,,,,,
217,0.7993307745292442,1642,chapin_dfss_providers_2011_070212.csv,easter seals society of metropolitan chicago liz-ney-land #1,4610 s pulaski rd,60632,2479779,,,,,,,easter seals society of metropolitan chicago,archer heights,,,,,liz medrano,yes,no,no,,,,,,,,,,
217,0.7993307745292442,2132,dfss_agencysitelies_2012.csv,easter seals society of metropolitan chicago liz-ney-land #1,4610 s pulaski rd,60632,2479779,,,,,,,easter seals society of metropolitan chicago,,,,,,,,,,,www.easterseaslchicago.org,barbara zawacki,liz medrano,,,,,,
218,0.7993307745292442,1644,chapin_dfss_providers_2011_070212.csv,easter seals society of metropolitan chicago lordanchild daycare,3344 w 79th st,60652,4344918,,,,,,,easter seals society of metropolitan chicago,ashburn,,,,,quentin donald,yes,no,no,,,,,,,,,,
218,0.7993307745292442,2134,dfss_agencysitelies_2012.csv,easter seals society of metropolitan chicago lordanchild daycare,3344 w 79th st,60652,4344918,,,,,,,easter seals society of metropolitan chicago,,,,,,,,,,,www.easterseaslchicago.org,barbara zawacki,quentin donald,,,,,,
219,0.7993307745292442,1647,chapin_dfss_providers_2011_070212.csv,easter seals society of metropolitan chicago rachel's learning center #1,3430 w roosevelt rd,60624,5330444,,,,,,,easter seals society of metropolitan chicago,north lawndale,,,,,rochelle ray,no,yes,no,,,,,,,,,,
219,0.7993307745292442,2137,dfss_agencysitelies_2012.csv,easter seals society of metropolitan chicago rachel's learning center #1,3430 w roosevelt rd,60624,5330444,,,,,,,easter seals society of metropolitan chicago,,,,,,,,,,,www.easterseaslchicago.org,barbara zawacki,rochelle ray,,,,,,
220,0.7993307745292442,1648,chapin_dfss_providers_2011_070212.csv,easter seals society of metropolitan chicago rachel's learning center #2,5242 w north ave,60639,2371444,,,,,,,easter seals society of metropolitan chicago,austin,,,,,rochelle ray,no,yes,no,,,,,,,,,,
220,0.7993307745292442,2138,dfss_agencysitelies_2012.csv,easter seals society of metropolitan chicago rachel's learning center #2,5242 w north ave,60639,2371444,,,,,,,easter seals society of metropolitan chicago,,,,,,,,,,,www.easterseaslchicago.org,barbara zawacki,rochelle ray,,,,,,
221,0.7993307745292442,1655,chapin_dfss_providers_2011_070212.csv,el hogar del nino loomis el hogar,1718 s loomis,60608,5630644,,,,,,,el hogar del nino,lower west side,,,,,aurea de jesus,yes,no,no,"4136it(child care it center), 8027ps(hs collaboration with c",,,,,,,,,
221,0.7993307745292442,2140,dfss_agencysitelies_2012.csv,el hogar del nino loomis el hogar,1718 s loomis,60608,5630644,,,,,,,el hogar del nino,,,,,,,,,,,www.elhogardelnino.org,rebecca estrada,kimberly johnson,,,,,,
222,0.7993307745292442,1656,chapin_dfss_providers_2011_070212.csv,el valor amazing grace child care center,11123 s halsted st,60628,2643636,,,,,,,el valor,roseland,,,,,rachel adesola,yes,no,no,,,,,,,,,,
222,0.7993307745292442,2141,dfss_agencysitelies_2012.csv,el valor amazing grace child care center,11123 s halsted st,60628,2643636,,,,,,,el valor,,,,,,,,,,,www.elvalor.org,vincent allocco,rachel adesola,,,,,,
223,0.5271713791826476,1665,chapin_dfss_providers_2011_070212.csv,el valor little brown bear pre-school,8046 s western ave,60620,4343508,,,,,,,el valor,ashburn,,,,,deborah broyles,yes,no,no,,,,,,,,,,
223,0.5271713791826476,2149,dfss_agencysitelies_2012.csv,el valor little brown bear pre-school,8046 s western ave,60620,4343500,,,,,,,el valor,,,,,,,,,,,www.elvalor.org,vincent allocco,deborah broyles,,,,,,
224,0.7464809435590263,1671,chapin_dfss_providers_2011_070212.csv,el valor new age preparatory (8940 s cottage grove ave),8940 s cottage grove ave,60619,7832431,,,,,,,el valor,chatham,,,,,tanya furlow,no,no,no,,,,,,,,,,
224,0.7464809435590263,2155,dfss_agencysitelies_2012.csv,el valor new age preparatory,8940 s cottage grove ave,60619,7832431,,,,,,,el valor,,,,,,,,,,,www.elvalor.org,vincent allocco,tanya furlow,,,,,,
225,0.7600433202317403,1672,chapin_dfss_providers_2011_070212.csv,el valor new age preparatory academy (10951 s michigan ave),10951 s michigan ave,60628,7857737,,,,,,,el valor,roseland,,,,,tanya furlow,yes,no,no,,,,,,,,,,
225,0.7600433202317403,2156,dfss_agencysitelies_2012.csv,el valor new age preparatory academy,10951 s michigan ave,60628,7857737,,,,,,,el valor,,,,,,,,,,,www.elvalor.org,vincent allocco,tanya furlow,,,,,,
226,0.94016933466244,1702,chapin_dfss_providers_2011_070212.csv,firman community services firman community services early beginnings,4705 s state,60609,,,,,,,,firman community services,grand boulevard,,,,,,no,no,no,,,,,,,,,,
226,0.94016933466244,3318,purple_binder_early_childhood.csv,firman community services - early beginnings,4705 s state street,60609,,,,,,,,,,,,,,,,,,,,,,,,,,,early head start
227,0.762345019199066,1720,chapin_dfss_providers_2011_070212.csv,gads hill center hunt's early childhood educational academy,2701 w 79th st,60652,8638260,,,,,,,gads hill center,ashburn,,,,,sallie hunt,yes,no,no,,,,,,,,,,
227,0.762345019199066,2173,dfss_agencysitelies_2012.csv,gads hill center hunt's early childhood educational academy,2701 w 79th st.,60652,8638260,,,,,,,gads hill center,,,,,,,,,,,www.gadshillcenter.org,barbara castellan,sallie hunt,,,,,,
228,0.762345019199066,1722,chapin_dfss_providers_2011_070212.csv,gads hill center m & e daycare - 79th street day care,3728 w 79th st,60652,5857979,,,,,,,gads hill center,ashburn,,,,,lisa pearson,yes,no,no,,,,,,,,,,
228,0.762345019199066,2175,dfss_agencysitelies_2012.csv,gads hill center m & e daycare - 79th street day care,3728 w 79th st.,60652,5857979,,,,,,,gads hill center,,,,,,,,,,,www.gadshillcenter.org,barbara castellan,lisa pearson,,,,,,
229,0.7993307745292442,1723,chapin_dfss_providers_2011_070212.csv,haymarket center haymarket center,120 n sangamon,60607,2267984,,,,,,,haymarket center,near west side,,,,,bakahia madison,no,yes,no,,,,,,,,,,
229,0.7993307745292442,2176,dfss_agencysitelies_2012.csv,haymarket center haymarket center,120 n sangamon,60607,2267984,,,,,,,haymarket center,,,,,,,,,,,www.hcenter.org,bakahia madison,bakahia madison,,,,,,
230,0.9967002271922221,1767,chapin_dfss_providers_2011_070212.csv,henry booth house the world is yours,8026 s cottage grove ave,60619,,,,,,,,henry booth house,chatham,,,,,,yes,no,no,,,,,,,,,,
230,0.9967002271922221,2214,dfss_agencysitelies_2012.csv,henry booth house the world is yours,8026 s cottage grove ave.,60619,,,,,,,,henry booth house,,,,,,,,,,,www.henryboothhouse.org,scott perkins,,,,,,,
231,0.769004760418645,1819,chapin_dfss_providers_2011_070212.csv,marcy newberry association learning tree 2,8322 s pulaski rd,60652,8843345,,,,,,,marcy newberry association,ashburn,,,,,joanne williams,yes,no,no,,,,,,,,,,
231,0.769004760418645,2233,dfss_agencysitelies_2012.csv,marcy newberry association learning tree 2,8322 s pulaski rd.,60652,8843345,,,,,,,marcy newberry association,,,,,,,,,,,www.marcy-newberry.org,gertrude ricks,joanne williams,,,,,,
232,0.8535919197404552,1824,chapin_dfss_providers_2011_070212.csv,mary crane league children's learn and play,6512 s halsted st,60621,,,,,,,,mary crane league,englewood,,,,,,yes,no,no,,,,,,,,,,
232,0.8535919197404552,2237,dfss_agencysitelies_2012.csv,mary crane league children's learn and play,6512 s. halsted,60621,9667162,,,,,,,mary crane league,,,,,,,,,,,www.marycrane.org,lavetter terry,mashanda scott,,,,,,
233,0.9965606927396536,1858,chapin_dfss_providers_2011_070212.csv,onward neighborhood house mckinney early learning academy,5745 w division st,60651,,,,,,,,onward neighborhood house,austin,,,,,,yes,no,no,,,,,,,,,,
233,0.9965606927396536,2252,dfss_agencysitelies_2012.csv,onward neighborhood house mckinney early learning academy,5745 w division st.,60651,,,,,,,,onward neighborhood house,,,,,,,,,,,www.onwardhouse.org,mario garcia,,,,,,,
234,0.762345019199066,1864,chapin_dfss_providers_2011_070212.csv,salvation army building blocks,1120 w 69th st,60621,4882222,,,,,,,salvation army,englewood,,,,,mitchelle redd,yes,no,no,,,,,,,,,,
234,0.762345019199066,2258,dfss_agencysitelies_2012.csv,salvation army building blocks,1120 w 69th st.,60621,4882222,,,,,,,salvation army,,,,,,,,,,,www.usc.salvationarmy.com,claudia rowland,mitchelle redd,,,,,,
235,0.762345019199066,1866,chapin_dfss_providers_2011_070212.csv,salvation army creative little ones,2809 w 59th st,60629,4762562,,,,,,,salvation army,chicago lawn,,,,,audy sejour,yes,no,no,,,,,,,,,,
235,0.762345019199066,2260,dfss_agencysitelies_2012.csv,salvation army creative little ones,2809 w 59th st.,60629,4762562,,,,,,,salvation army,,,,,,,,,,,www.usc.salvationarmy.com,claudia rowland,audy sejour,,,,,,
236,0.628918296607949,1877,chapin_dfss_providers_2011_070212.csv,salvation army south shore bible/maranatha head start,1631 e 71st st,60649,4937500,,,,,,,salvation army,south shore,,,,,jaqueline carter,yes,no,no,4380ps(hs collaboration with childcare),,,,,,,,,
236,0.628918296607949,3330,purple_binder_early_childhood.csv,salvation army,1631 e 71st street,60649,4937500,,,,,,,,,,,,,,,,,,,,,,,,,,early head start
237,0.6719867578728489,1929,dfss_agencysitelies_2012.csv,carole robertson center for learning carole robertson center - 3701(ogden),3701 w. ogden,60623,5228400,,,,,,,carole robertson center for learning,,,,,,,,,,,www.crcl.net,gail nelson,tracey young,,,,,,
237,0.6719867578728489,2882,naeyc_accreditation.csv,carole robertson center for learning,3701 w. ogden ave,60623,5228400,,,,,,,,,,,,,,,,,,http://www.crcl.net,,,,05/31/14,723127,youngt@crcl.net,,
238,0.7799728499849923,2363,ece chicago find a school scrape.csv,carole robertson jubilee,3701 w. ogden,60623,5211680,,,,,,north lawndale,,,,,,,,,,,,,cp,,,,,,,
238,0.7799728499849923,2364,ece chicago find a school scrape.csv,carole robertson jubilee i/t,3701 w. ogden,60623,5211680,,,,,,north lawndale,,,,,,,,,,,,,cp,,,,,,,
239,0.7831835712624965,2403,ece chicago find a school scrape.csv,children's dev inst morgan pk,10928 s. halsted,60628,9950600,,,,,,morgan park,,,,,,,,,,,,,cp,,,,,,,
239,0.7831835712624965,2404,ece chicago find a school scrape.csv,children's dev inst morgan pk i/t,10928 s. halsted,60628,9950600,,,,,,morgan park,,,,,,,,,,,,,cp,,,,,,,
240,0.7826294884473304,2405,ece chicago find a school scrape.csv,children's dev inst so shore,7037 s. stony island,60649,3633200,,,,,,south shore,,,,,,,,,,,,,cp,,,,,,,
240,0.7826294884473304,2406,ece chicago find a school scrape.csv,children's dev inst so shore i/t,7037 s. stony island,60649,3633200,,,,,,south shore,,,,,,,,,,,,,cp,,,,,,,
241,0.7751711632171643,2488,ece chicago find a school scrape.csv,el hogar new loomis,1718 s. loomis,60608,5630662,,,,,,lower west side,,,,,,,,,,,,,cp,,,,,,,
241,0.7751711632171643,2489,ece chicago find a school scrape.csv,el hogar new loomis i/t,1718 s. loomis,60608,5630662,,,,,,lower west side,,,,,,,,,,,,,cp,,,,,,,
242,0.7691955586581827,2490,ece chicago find a school scrape.csv,el hogar racine,1854 s. racine,60608,2430011,,,,,,lower west side,,,,,,,,,,,,,cp,,,,,,,
242,0.7691955586581827,2491,ece chicago find a school scrape.csv,el hogar racine i/t,1854 s. racine,60608,2430011,,,,,,lower west side,,,,,,,,,,,,,cp,,,,,,,
243,0.6704356676720884,2501,ece chicago find a school scrape.csv,ezzard charles,7946 s ashland,60620,4870227,,,,,,auburn gresham,,,,,,,,,,,,,cp,,,,,,,
243,0.6704356676720884,3146,purple_binder_early_childhood.csv,ezzard charles school,7946 s ashland avenue,60620,4870227,,,,,,,,,,,,,,,,,,,,,,,,,,child care
244,0.6772729189387315,2543,ece chicago find a school scrape.csv,hansberry cpc,4055 w arthington,60624,5346931,,,,,,north lawndale,,,,,,,,,,,,,cpc-fd,,,,,,,
244,0.6772729189387315,3305,purple_binder_early_childhood.csv,hansberry,4055 w arthington street,60624,5346931,,,,,,,,,,,,,,,,,,,,,,,,,,child parent center
245,0.7406205990601673,2640,ece chicago find a school scrape.csv,mary crane,2905 n. leavitt,60618,3485528,,,,,,north center,,,,,,,,,,,,,cp,,,,,,,
245,0.7589368655260349,2642,ece chicago find a school scrape.csv,mary crane north,2905 n. leavitt,60618,3485528,,,,,,north center,,,,,,,,,,,,,cp,,,,,,,
245,0.7517456674432857,2643,ece chicago find a school scrape.csv,mary crane north 0-3,2905 n. leavitt,60618,3485528,,,,,,north center,,,,,,,,,,,,,cp,,,,,,,
246,0.7791713463931228,2705,ece chicago find a school scrape.csv,ounce of prev ec center,5044 s wabash,60615,9242334,,,,,,grand boulevard,,,,,,,,,,,,,cp,,,,,,,
246,0.7791713463931228,2706,ece chicago find a school scrape.csv,ounce of prev ec center i/t,5044 s wabash,60615,9242334,,,,,,grand boulevard,,,,,,,,,,,,,cp,,,,,,,
247,0.9704510565432277,2819,ece chicago find a school scrape.csv,uic children's cent i east,728 w. roosevelt rd,60607,4135331,,,,,,near west side,,,,,,,,,,,,,cp,,,,,,,
247,0.9704510565432277,2988,naeyc_accreditation.csv,uic children's center,728 w. roosevelt road (east side) 2nd floor,60607,,,,,,,,,,,,,,,,,,,http://www.uic.edu/depts/children,,,,12/31/12,291616,kkull@uic.edu,,
248,0.764946996345634,2850,ece chicago find a school scrape.csv,ymca garfield,7 n. homan av.,60624,2653900,,,,,,east garfield park,,,,,,,,,,,,,cp,,,,,,,
248,0.764946996345634,2851,ece chicago find a school scrape.csv,ymca garfield i/t,7 n. homan av.,60624,2653900,,,,,,east garfield park,,,,,,,,,,,,,cp,,,,,,,
249,0.7406504815910109,2859,ece chicago find a school scrape.csv,ymca south side,6330 s stony island,60637,9470700,,,,,,woodlawn,,,,,,,,,,,,,cp,,,,,,,
249,0.7406504815910109,3297,purple_binder_early_childhood.csv,ymca south side,6330 s stony island avenue,60637,9470700,,,,,,,,,,,,,,,,,,,,,,,,,,child care
250,0.7993307745292442,3067,purple_binder_early_childhood.csv,catholic charities chicago - chicago lawn,3001 w 59th street,60629,9251085,,,,,,,,,,,,,,,,,,,,,,,,,,child care
250,0.7993307745292442,3313,purple_binder_early_childhood.csv,catholic charities chicago - chicago lawn,3001 w 59th street,60629,9251085,,,,,,,,,,,,,,,,,,,,,,,,,,early head start
251,0.7993307745292442,3137,purple_binder_early_childhood.csv,el hogar del nino,1718 s loomis street,60608,5639796,,,,,,,,,,,,,,,,,,,,,,,,,,child care
251,0.7993307745292442,3316,purple_binder_early_childhood.csv,el hogar del nino,1718 s loomis street,60608,5639796,,,,,,,,,,,,,,,,,,,,,,,,,,early head start
252,0.754581985569085,3292,purple_binder_early_childhood.csv,ymca garfield school,7 n homan avenue,60624,2653900,,,,,,,,,,,,,,,,,,,,,,,,,,child care
252,0.754581985569085,3332,purple_binder_early_childhood.csv,ymca garfield,7 n homan avenue,60624,2653900,,,,,,,,,,,,,,,,,,,,,,,,,,early head start
253,0.7993307745292442,3294,purple_binder_early_childhood.csv,ymca north lawndale,3449 w arthington street,60624,6380773,,,,,,,,,,,,,,,,,,,,,,,,,,child care
253,0.7993307745292442,3334,purple_binder_early_childhood.csv,ymca north lawndale,3449 w arthington street,60624,6380773,,,,,,,,,,,,,,,,,,,,,,,,,,early head start
254,0.7986240958649079,21,cps_early_childhood_portal_scrape.csv,board trustees-city colleges of chicago - truman,1145 w wilson ave,,8781700,,child care,extended day,,,,,,,,,,,,,,,,,,,,,,,
254,0.7986240958649079,535,cps_early_childhood_portal_scrape.csv,board trustees-city colleges of chicago - truman,1145 w wilson ave,,8781700,,head start,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
255,0.7986240958649079,24,cps_early_childhood_portal_scrape.csv,chicago state university - academy of early education,124 e 113th st,,7858163,,child care,extended day,,,,,,,,,,,,,,,,,,,,,,,
255,0.7986240958649079,25,cps_early_childhood_portal_scrape.csv,chicago state university - academy of early education,124 e 113th st,,7858163,,child care,extended day,,,,,,,,,,,,,,,,,,,,,,,
255,0.7986240958649079,542,cps_early_childhood_portal_scrape.csv,chicago state university - academy of early education,124 e 113th st,,7858163,,head start,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
255,0.7986240958649079,543,cps_early_childhood_portal_scrape.csv,chicago state university - academy of early education,124 e 113th st,,7858163,,head start,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
256,0.7986240958649079,26,cps_early_childhood_portal_scrape.csv,easter seals society of metropolitan chicago - stepping stones early/childhood lear,1300 e 75th st,,4930000,,child care,extended day,,,,,,,,,,,,,,,,,,,,,,,
256,0.7986240958649079,547,cps_early_childhood_portal_scrape.csv,easter seals society of metropolitan chicago - stepping stones early/childhood lear,1300 e 75th st,,4930000,,head start,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
257,0.7986240958649079,70,cps_early_childhood_portal_scrape.csv,chicago state university - kenyatta's day care,2334 e 75th,,2213777,,child care,extended day,,,,,,,,,,,,,,,,,,,,,,,
257,0.7986240958649079,637,cps_early_childhood_portal_scrape.csv,chicago state university - kenyatta's day care,2334 e 75th,,2213777,,head start,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
258,0.7048655764288014,777,cps_early_childhood_portal_scrape.csv,henry booth house - all about kids learning academy,514 e 75th st,,8922800,,head start,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
258,0.7048655764288014,1731,chapin_dfss_providers_2011_070212.csv,henry booth house all about kids learning academy,514 e 75th st,60619,8922800,,,,,,,henry booth house,greater grand crossing,,,,,tess mckenzie,yes,no,no,,,,,,,,,,
259,0.762345019199066,1399,chapin_dfss_providers_2011_070212.csv,ada s. mckinley community services stepping stones ccc,1300 e 75th st,60619,4930000,,,,,,,ada s. mckinley community services,south shore,,,,,dr. jones,yes,no,no,,,,,,,,,,
259,0.762345019199066,1917,dfss_agencysitelies_2012.csv,ada s. mckinley community services stepping stones ccc,1300 e 75th st.,60619,4930000,,,,,,,ada s. mckinley community services,,,,,,,,,,,www.adasmckinley.org,"george jones, jr.",dr. nelda jones,,,,,,
260,0.6780426459438617,1817,chapin_dfss_providers_2011_070212.csv,marcy newberry association kenyatta's day care,2334 e 75th st,60649,,,,,,,,marcy newberry association,south shore,,,,,brenda owens,no,no,no,,,,,,,,,,
260,0.6780426459438617,3192,purple_binder_early_childhood.csv,kenyatta's day care,2334 e 75th street,60649,2213777,,,,,,,,,,,,,,,,,,,,,,,,,,child care
261,0.7692476888220785,31,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of lourdes,1449 s keeler ave,,5213126,,child care,extended day,,,,,,,,,,,,,,,,,,,,,,,
261,0.7692476888220785,32,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of lourdes,1449 s keeler ave,,5213126,,child care,extended day,,,,,,,,,,,,,,,,,,,,,,,
261,0.7692476888220785,570,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of lourdes,1449 s keeler ave,,5213126,,head start,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
261,0.7692476888220785,571,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of lourdes,1449 s keeler ave,,5213126,,head start,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
261,0.7692476888220785,1240,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of lourdes,1449 s keeler ave,,5213126,,state pre-kindergarten,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
261,0.7692476888220785,1241,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of lourdes,1449 s keeler ave,,5213126,,state pre-kindergarten,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
261,0.6583591054153721,1439,chapin_dfss_providers_2011_070212.csv,catholic charities of the archdiocese of chicago our lady of lourdes,1449 s keeler,60623,5213126,,,,,,,catholic charities of the archdiocese of chicago,north lawndale,,,,,deborah o'brien,yes,no,yes,"2488it(child care it center), 7030ps(hs collaboration with c",,,,,,,,,
262,0.7692476888220785,72,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of tepeyac,2414 s albany ave,,2775888,,child care,extended day,,,,,,,,,,,,,,,,,,,,,,,
262,0.7692476888220785,73,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of tepeyac,2414 s albany ave,,2775888,,child care,extended day,,,,,,,,,,,,,,,,,,,,,,,
262,0.7692476888220785,640,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of tepeyac,2414 s albany ave,,2775888,,head start,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
262,0.7692476888220785,641,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of tepeyac,2414 s albany ave,,2775888,,head start,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
262,0.7692476888220785,1184,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of tepeyac,2414 s albany ave,,2775888,,school age,part day/full day,,,,,,,,,,,,,,,,,,,,,,,
262,0.7692476888220785,1185,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of tepeyac,2414 s albany ave,,2775888,,school age,part day/full day,,,,,,,,,,,,,,,,,,,,,,,
262,0.6583591054153721,1440,chapin_dfss_providers_2011_070212.csv,catholic charities of the archdiocese of chicago our lady of tepeyac,2414 s albany,60623,2775888,,,,,,,catholic charities of the archdiocese of chicago,south lawndale,,,,,petra gutierrez,yes,no,yes,"2617sa(school age (sa)), 4382ps(hs collaboration with childc",,,,,,,,,
263,0.7986240958649079,190,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of guadalupe,9129 s burley ave,,9785320,,child care,extended day,,,,,,,,,,,,,,,,,,,,,,,
263,0.7986240958649079,882,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of guadalupe,9129 s burley ave,,9785320,,head start,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
263,0.7986240958649079,1309,cps_early_childhood_portal_scrape.csv,catholic charities of the archdiocese of chicago - our lady of guadalupe,9129 s burley ave,,9785320,,state pre-kindergarten,half day/full day,,,,,,,,,,,,,,,,,,,,,,,
264,0.5304639810179119,249,cps_early_childhood_portal_scrape.csv,catholic charities - our lady of lourdes,1449 s. keeler,,5213126,,community partnerships,"8-11 hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
